ID Mahasiswa,Nama,total_login,materi_selesai,skor_kuis_rata2,partisipasi_forum,durasi_total_akses,status_akademik_terakhir,interaksi_mingguan,jumlah_tugas_dikumpulkan,frekuensi_kuis,aktivitas_mobile,dropout
MHS0505,"dr. Ulva Mansur, S.Ked",33,54,47.69,2,31.9,IPK < 2.5,22,3,5,79.2,0
MHS0506,"Kamaria Wibowo, S.Pt",30,26,51.18,8,79.7,IPK < 2.5,16,10,4,58.2,0
MHS0507,Anggabaya Farida,14,35,87.87,6,42.8,IPK < 2.5,32,4,5,68.2,0
MHS0508,"Tgk. Galiono Maheswara, M.Ak",30,94,68.65,7,53.8,IPK > 3.0,32,10,1,19.2,0
MHS0509,"R.A. Puput Hutasoit, S.Pd",38,71,86.64,9,29.1,IPK 2.5–3.0,37,4,7,57.1,0
MHS0510,Martani Safitri,45,55,68.76,8,98.8,IPK < 2.5,23,6,5,63.4,0
MHS0511,Dina Prakasa,11,73,63.97,5,32.7,IPK > 3.0,32,10,2,26.1,1
MHS0512,Ciaobella Padmasari,8,11,55.69,3,78.2,IPK 2.5–3.0,30,4,4,80.4,1
MHS0513,Umar Wacana,49,63,70.32,0,45.6,IPK > 3.0,39,10,2,25.6,0
MHS0514,Gilang Prasetyo,15,74,46.96,7,24.6,IPK > 3.0,38,14,7,35.1,0
MHS0515,Zulfa Winarno,33,60,84.91,6,81.0,IPK 2.5–3.0,39,2,1,59.6,1
MHS0516,dr. Elvin Winarsih,40,62,81.47,1,36.7,IPK < 2.5,20,9,4,61.1,0
MHS0517,Tgk. Febi Pangestu,29,45,55.88,7,87.2,IPK > 3.0,17,4,6,66.0,0
MHS0518,"Citra Laksita, S.IP",25,35,87.64,4,91.9,IPK > 3.0,27,6,3,19.0,0
MHS0519,Victoria Fujiati,40,38,81.26,6,86.7,IPK < 2.5,26,4,5,78.0,0
MHS0520,Jane Tampubolon,14,30,73.32,3,8.3,IPK < 2.5,20,4,2,52.6,0
MHS0521,Eli Purnawati,41,20,46.09,4,79.8,IPK 2.5–3.0,32,8,1,47.7,1
MHS0522,Prayogo Pranowo,13,49,63.91,7,44.1,IPK 2.5–3.0,39,14,3,88.5,0
MHS0523,Dina Pertiwi,28,20,65.31,0,88.0,IPK 2.5–3.0,12,2,5,69.2,0
MHS0524,Diah Zulaika,39,45,51.63,0,65.6,IPK < 2.5,26,12,3,19.4,0
MHS0525,Elon Nuraini,39,68,44.0,3,84.2,IPK > 3.0,25,5,5,70.5,0
MHS0526,"dr. Salman Siregar, M.Kom.",40,48,78.84,2,52.4,IPK > 3.0,30,0,6,17.6,0
MHS0527,Gatot Suryatmi,22,63,46.1,9,55.8,IPK 2.5–3.0,25,9,4,12.2,0
MHS0528,Tantri Wastuti,43,64,69.71,1,18.7,IPK < 2.5,29,4,3,42.3,0
MHS0529,Cakrawangsa Latupono,36,33,86.82,2,79.5,IPK > 3.0,5,7,3,89.5,0
MHS0530,Puji Laksmiwati,28,31,83.81,0,44.8,IPK 2.5–3.0,10,4,3,24.0,0
MHS0531,Mutia Nashiruddin,27,78,53.89,0,52.5,IPK > 3.0,27,8,4,63.8,0
MHS0532,"Hj. Titin Utama, S.Gz",36,65,82.57,5,79.6,IPK > 3.0,27,10,1,23.9,0
MHS0533,Mutia Namaga,41,42,40.02,4,61.9,IPK < 2.5,27,5,5,68.0,0
MHS0534,Puti Ayu Maulana,16,45,40.88,7,24.1,IPK < 2.5,36,7,6,50.4,0
MHS0535,Kania Kusumo,17,29,70.13,1,61.1,IPK > 3.0,34,9,3,64.4,0
MHS0536,Najib Susanti,27,92,58.24,3,43.7,IPK 2.5–3.0,17,7,7,26.2,0
MHS0537,Cinthia Pangestu,29,90,59.32,7,49.6,IPK < 2.5,22,12,4,69.7,0
MHS0538,Citra Napitupulu,39,71,68.22,5,7.7,IPK > 3.0,27,2,1,89.6,1
MHS0539,Hasta Prabowo,45,82,49.59,0,25.0,IPK < 2.5,19,6,5,63.3,1
MHS0540,Dr. Intan Sitorus,34,35,50.59,3,31.7,IPK < 2.5,37,13,4,49.5,0
MHS0541,Sutan Daliono Pudjiastuti,21,75,64.23,0,72.7,IPK < 2.5,25,6,6,83.9,0
MHS0542,Hj. Endah Hutagalung,24,82,77.71,1,6.1,IPK > 3.0,27,13,6,11.3,0
MHS0543,Aisyah Utama,29,82,70.97,4,43.8,IPK 2.5–3.0,31,9,5,68.4,0
MHS0544,Zalindra Mandasari,26,49,54.87,7,92.8,IPK 2.5–3.0,22,11,3,81.1,1
MHS0545,"Aswani Haryanti, S.T.",17,26,61.52,7,15.6,IPK 2.5–3.0,28,5,6,14.9,0
MHS0546,Lasmono Budiyanto,23,10,48.53,2,54.1,IPK < 2.5,11,11,1,46.0,0
MHS0547,Anastasia Widiastuti,40,98,43.73,3,79.7,IPK > 3.0,24,6,4,26.4,1
MHS0548,Olivia Tampubolon,16,70,79.13,9,94.5,IPK < 2.5,31,13,1,55.3,0
MHS0549,"Dr. Cici Hardiansyah, M.TI.",45,52,53.27,5,75.9,IPK 2.5–3.0,10,1,3,62.0,0
MHS0550,"R. Jono Wibowo, M.Kom.",23,51,48.89,9,73.5,IPK 2.5–3.0,31,8,1,34.2,0
MHS0551,"Prayitna Ramadan, S.Kom",16,34,74.58,2,83.5,IPK > 3.0,13,9,1,46.8,0
MHS0552,"Drs. Kasusra Pranowo, S.Ked",13,48,70.9,1,47.4,IPK < 2.5,35,9,2,32.3,0
MHS0553,Galih Wasita,11,44,71.66,5,81.6,IPK 2.5–3.0,25,0,1,39.6,0
MHS0554,Eli Pratiwi,32,12,51.44,4,5.8,IPK > 3.0,30,0,5,22.8,0
MHS0555,Ani Hutasoit,18,53,51.63,9,92.8,IPK < 2.5,17,2,4,80.8,1
MHS0556,Tirta Padmasari,35,60,51.04,4,47.1,IPK < 2.5,27,13,2,10.8,0
MHS0557,Titin Kusmawati,23,21,48.69,9,57.6,IPK 2.5–3.0,24,14,4,80.6,0
MHS0558,"Mujur Kuswandari, S.T.",20,28,72.79,4,29.2,IPK 2.5–3.0,32,2,4,55.7,0
MHS0559,Dian Lazuardi,9,53,82.4,9,75.5,IPK < 2.5,21,0,3,36.5,0
MHS0560,Daru Namaga,39,68,76.22,4,12.3,IPK < 2.5,32,11,3,67.8,0
MHS0561,Hilda Prabowo,16,58,79.6,2,87.9,IPK 2.5–3.0,6,6,2,50.6,0
MHS0562,"Dr. Keisha Kurniawan, M.Pd",29,70,60.24,6,83.7,IPK < 2.5,29,3,6,49.9,1
MHS0563,Padma Safitri,25,26,72.7,5,25.5,IPK 2.5–3.0,10,9,7,18.8,0
MHS0564,"Tgk. Luis Prasetya, M.TI.",40,83,57.71,3,81.9,IPK < 2.5,15,12,3,41.2,0
MHS0565,Umar Uyainah,27,66,66.28,1,79.7,IPK 2.5–3.0,10,1,7,29.3,0
MHS0566,Laksana Utama,20,64,64.08,8,65.1,IPK > 3.0,15,9,3,11.3,0
MHS0567,Purwanto Ramadan,43,56,48.84,0,40.5,IPK 2.5–3.0,18,4,3,38.8,0
MHS0568,Wasis Suryono,49,21,59.35,3,30.8,IPK 2.5–3.0,6,5,4,17.2,0
MHS0569,"dr. Carub Astuti, M.Kom.",46,71,88.19,0,27.0,IPK > 3.0,7,8,2,30.5,0
MHS0570,"Tugiman Marbun, M.Pd",43,89,52.43,5,35.3,IPK < 2.5,39,3,4,17.4,0
MHS0571,Jagaraga Irawan,18,97,46.69,3,90.8,IPK > 3.0,37,1,5,18.1,0
MHS0572,Bakiman Sihotang,35,92,60.93,4,12.4,IPK 2.5–3.0,28,4,4,25.9,0
MHS0573,Gaduh Sitorus,9,17,79.52,4,83.7,IPK < 2.5,23,2,7,90.0,0
MHS0574,Putri Prastuti,39,30,69.11,8,38.1,IPK > 3.0,22,1,7,10.2,0
MHS0575,Siska Pangestu,27,90,74.05,0,54.6,IPK < 2.5,28,11,5,61.1,0
MHS0576,"Eko Pertiwi, M.Kom.",33,96,49.48,1,80.5,IPK < 2.5,39,0,1,21.3,1
MHS0577,Chelsea Puspasari,47,89,70.95,5,89.0,IPK > 3.0,5,9,1,83.7,0
MHS0578,Puspa Thamrin,15,79,56.18,4,37.8,IPK < 2.5,29,1,5,17.5,0
MHS0579,"Tgk. Daliman Siregar, M.Farm",22,81,81.72,6,48.9,IPK > 3.0,38,5,5,86.4,1
MHS0580,R. Cecep Samosir,16,34,71.46,2,44.4,IPK 2.5–3.0,29,7,4,58.9,1
MHS0581,Wardi Yuliarti,13,91,49.94,2,6.3,IPK < 2.5,20,12,5,10.1,0
MHS0582,Elvina Wahyuni,14,98,43.23,9,33.1,IPK 2.5–3.0,38,2,2,81.5,0
MHS0583,Laswi Rahmawati,48,21,42.13,1,48.6,IPK 2.5–3.0,33,10,1,51.7,1
MHS0584,Warsita Kusmawati,21,24,58.57,2,44.1,IPK < 2.5,23,14,1,31.0,1
MHS0585,Sakura Palastri,42,68,53.29,9,73.6,IPK > 3.0,27,8,6,71.4,0
MHS0586,Virman Setiawan,11,35,72.3,0,41.6,IPK < 2.5,23,14,5,84.1,1
MHS0587,Prabu Susanti,17,35,64.97,4,51.5,IPK 2.5–3.0,29,11,3,48.7,0
MHS0588,T. Kasiran Tamba,44,56,53.3,4,45.8,IPK 2.5–3.0,20,8,3,35.2,0
MHS0589,Muni Wijayanti,46,41,47.46,6,75.4,IPK > 3.0,13,1,5,73.1,0
MHS0590,"Dt. Kalim Santoso, S.E.I",13,19,46.36,3,87.0,IPK < 2.5,5,7,2,64.5,0
MHS0591,Chandra Pratiwi,31,25,83.23,2,55.5,IPK 2.5–3.0,23,9,3,81.1,0
MHS0592,"Citra Januar, S.I.Kom",6,80,52.17,0,80.0,IPK 2.5–3.0,37,10,6,65.4,0
MHS0593,Ir. Devi Wibisono,9,26,72.59,7,33.2,IPK 2.5–3.0,38,11,7,29.5,0
MHS0594,"Cut Vicky Prasetyo, S.Pt",33,32,80.53,2,56.4,IPK > 3.0,20,4,5,84.5,1
MHS0595,"Yulia Hutasoit, S.IP",41,35,70.7,1,37.8,IPK 2.5–3.0,22,3,2,18.4,0
MHS0596,Eko Riyanti,42,94,82.98,3,44.3,IPK 2.5–3.0,38,9,2,31.4,0
MHS0597,Dr. Sabrina Wijaya,23,95,59.62,2,74.6,IPK < 2.5,29,4,4,51.6,1
MHS0598,Gantar Irawan,12,16,87.81,0,88.8,IPK < 2.5,10,3,2,55.3,1
MHS0599,Maida Natsir,49,23,46.66,2,16.5,IPK 2.5–3.0,25,7,3,11.2,0
MHS0600,Dr. Dwi Fujiati,5,88,45.11,1,65.3,IPK 2.5–3.0,10,3,7,72.4,0
MHS0601,Tomi Utama,26,16,72.93,7,60.3,IPK < 2.5,36,12,3,38.9,0
MHS0602,"Tantri Prastuti, M.Ak",21,18,87.14,5,16.2,IPK > 3.0,35,9,5,42.5,0
MHS0603,Prayogo Pradana,11,57,80.44,8,25.1,IPK > 3.0,14,11,7,74.7,0
MHS0604,Estiono Maulana,29,81,43.82,7,34.5,IPK > 3.0,34,12,5,40.3,0
MHS0605,Zalindra Laksita,49,68,53.97,9,20.9,IPK > 3.0,22,13,2,13.8,0
MHS0606,"Mila Kuswoyo, M.M.",8,96,86.52,2,28.2,IPK > 3.0,28,5,6,24.1,1
MHS0607,"Ir. Mursinin Firmansyah, S.E.I",40,91,52.65,4,30.4,IPK > 3.0,13,1,1,86.5,0
MHS0608,Putu Utami,10,48,79.06,6,36.9,IPK > 3.0,35,4,7,15.6,0
MHS0609,Ajeng Dongoran,35,27,81.26,4,76.2,IPK > 3.0,19,5,4,38.4,0
MHS0610,Jono Prasasta,23,68,64.77,7,59.3,IPK < 2.5,8,4,1,50.3,0
MHS0611,Waluyo Gunawan,48,26,59.32,4,98.7,IPK > 3.0,13,11,2,49.5,1
MHS0612,dr. Maimunah Wijaya,43,23,62.51,0,44.4,IPK > 3.0,13,1,2,10.3,0
MHS0613,Natalia Widodo,31,40,51.35,4,76.6,IPK > 3.0,30,13,1,50.1,1
MHS0614,Omar Winarsih,14,33,84.47,3,87.8,IPK 2.5–3.0,8,6,4,40.7,0
MHS0615,Bagya Hutapea,30,69,62.53,5,69.5,IPK < 2.5,21,3,7,87.8,0
MHS0616,Pandu Sitorus,23,54,84.12,2,44.1,IPK < 2.5,20,7,7,22.7,0
MHS0617,Jamal Sitompul,43,12,45.28,4,76.6,IPK < 2.5,19,6,1,38.3,1
MHS0618,Unggul Anggraini,7,46,89.41,1,24.3,IPK > 3.0,39,6,5,43.6,0
MHS0619,"drg. Hari Mustofa, S.Pd",49,52,62.16,5,36.1,IPK > 3.0,9,8,3,41.3,0
MHS0620,Dalima Saefullah,17,49,42.39,5,56.9,IPK 2.5–3.0,9,0,6,63.3,0
MHS0621,"Elma Siregar, S.Gz",32,99,41.9,4,59.7,IPK < 2.5,24,9,5,27.2,0
MHS0622,"Ir. Violet Budiyanto, S.I.Kom",24,64,77.31,5,7.1,IPK > 3.0,19,5,7,27.7,0
MHS0623,Luwar Yuliarti,32,96,72.95,6,94.8,IPK < 2.5,22,5,3,68.3,0
MHS0624,Ajiono Kuswandari,12,48,80.11,4,71.2,IPK 2.5–3.0,6,5,6,50.0,0
MHS0625,Puti Yuni Mardhiyah,45,24,45.27,0,52.1,IPK 2.5–3.0,33,12,6,43.2,0
MHS0626,"dr. Anom Agustina, S.Ked",43,13,41.78,7,93.6,IPK 2.5–3.0,17,11,6,23.5,0
MHS0627,Elvina Hastuti,5,95,65.43,3,46.7,IPK < 2.5,8,5,2,25.0,0
MHS0628,"Uchita Wijayanti, M.Ak",7,34,59.38,8,98.1,IPK > 3.0,14,11,6,10.8,0
MHS0629,"Ir. Eka Narpati, S.H.",17,22,63.1,9,53.7,IPK > 3.0,35,9,4,17.3,1
MHS0630,"Jagapati Maryati, S.Ked",32,91,89.58,5,15.9,IPK 2.5–3.0,12,6,1,54.5,0
MHS0631,Bahuwirya Siregar,29,42,88.54,0,77.7,IPK > 3.0,7,13,7,81.3,0
MHS0632,Cut Rachel Kurniawan,37,25,87.12,2,69.5,IPK 2.5–3.0,13,9,4,33.0,0
MHS0633,Samiah Handayani,42,51,79.19,2,78.4,IPK < 2.5,34,5,1,36.2,0
MHS0634,Jaga Budiman,10,75,57.74,9,95.4,IPK 2.5–3.0,15,0,5,19.2,0
MHS0635,"Dr. Calista Mansur, M.Kom.",48,64,60.61,3,78.8,IPK < 2.5,39,2,5,41.1,0
MHS0636,Dalima Wibisono,49,51,67.48,5,63.1,IPK 2.5–3.0,17,1,1,13.0,0
MHS0637,"Lidya Anggraini, M.Farm",36,43,81.53,6,86.4,IPK > 3.0,17,5,4,83.4,0
MHS0638,Maida Jailani,49,39,43.44,9,69.0,IPK > 3.0,16,7,1,63.8,0
MHS0639,Cut Elma Safitri,25,22,61.21,3,43.8,IPK 2.5–3.0,14,2,6,89.3,1
MHS0640,Marsito Gunarto,20,22,44.13,5,89.1,IPK > 3.0,13,9,2,80.6,1
MHS0641,Umi Pratama,25,27,65.73,0,26.1,IPK > 3.0,11,7,7,47.8,0
MHS0642,Dian Kuswoyo,15,41,84.95,7,72.9,IPK > 3.0,6,7,5,51.6,0
MHS0643,Tgk. Praba Tampubolon,41,48,79.12,6,88.7,IPK < 2.5,27,4,7,25.2,0
MHS0644,Balamantri Hardiansyah,40,55,51.39,8,74.5,IPK > 3.0,25,7,2,47.0,1
MHS0645,"Wardi Riyanti, M.Pd",39,38,88.8,2,71.2,IPK < 2.5,27,5,6,82.2,0
MHS0646,Dt. Prayitna Wacana,23,71,73.37,1,76.5,IPK 2.5–3.0,33,4,6,14.1,0
MHS0647,Maimunah Tarihoran,24,71,40.52,0,49.2,IPK > 3.0,18,8,5,79.1,0
MHS0648,Lantar Siregar,22,66,52.77,2,88.0,IPK > 3.0,30,13,5,37.3,1
MHS0649,Wira Jailani,45,25,53.04,4,24.3,IPK > 3.0,9,6,6,82.0,0
MHS0650,Uli Irawan,18,65,43.46,1,17.1,IPK 2.5–3.0,35,7,3,85.3,0
MHS0651,Atma Najmudin,19,19,87.99,2,32.1,IPK < 2.5,29,0,7,63.7,0
MHS0652,Usyi Yuniar,35,39,63.91,3,55.5,IPK < 2.5,35,10,2,63.2,0
MHS0653,"dr. Raihan Haryanto, M.TI.",5,34,84.79,6,53.5,IPK > 3.0,24,1,7,46.2,1
MHS0654,"Dt. Dimas Suryatmi, M.Pd",7,93,56.11,2,83.0,IPK 2.5–3.0,21,7,2,76.8,0
MHS0655,Agnes Hasanah,20,14,46.26,8,43.4,IPK 2.5–3.0,6,11,3,86.9,0
MHS0656,"Hj. Ulva Pertiwi, M.Ak",27,74,63.72,7,51.0,IPK 2.5–3.0,29,8,4,72.0,0
MHS0657,Jaga Purnawati,15,58,45.7,3,6.3,IPK 2.5–3.0,17,3,2,59.8,1
MHS0658,T. Omar Latupono,16,12,64.3,0,43.9,IPK 2.5–3.0,32,11,7,58.5,0
MHS0659,Prabawa Sitompul,14,54,86.01,0,66.5,IPK < 2.5,10,9,1,78.0,0
MHS0660,Jaeman Anggraini,36,23,66.04,0,6.5,IPK < 2.5,7,10,6,53.3,0
MHS0661,Ulva Ardianto,20,39,70.82,0,31.7,IPK < 2.5,39,9,6,74.3,0
MHS0662,Rahayu Permadi,12,77,47.83,7,24.8,IPK > 3.0,22,13,3,50.7,1
MHS0663,R. Purwanto Hassanah,42,27,42.19,2,9.0,IPK 2.5–3.0,15,8,2,15.0,0
MHS0664,Emil Saputra,16,71,45.54,5,50.5,IPK > 3.0,24,3,4,40.7,0
MHS0665,Oliva Tarihoran,28,46,69.93,2,22.3,IPK 2.5–3.0,9,9,2,45.6,0
MHS0666,Rina Utama,32,34,44.75,4,75.6,IPK < 2.5,23,9,6,21.3,0
MHS0667,Pia Ardianto,12,57,58.8,6,85.6,IPK > 3.0,26,9,5,18.2,0
MHS0668,Hafshah Hardiansyah,32,74,67.5,1,56.8,IPK < 2.5,23,8,1,52.8,0
MHS0669,Jamalia Damanik,40,62,59.43,5,98.3,IPK 2.5–3.0,20,10,3,16.8,0
MHS0670,"Ir. Garan Jailani, S.E.",30,88,48.18,5,47.8,IPK 2.5–3.0,28,6,5,34.2,0
MHS0671,Mursinin Marbun,12,82,53.69,2,53.8,IPK 2.5–3.0,8,1,7,69.6,0
MHS0672,Cakrabuana Prasasta,32,24,86.42,5,99.0,IPK < 2.5,19,8,4,87.2,0
MHS0673,Endah Gunawan,32,58,73.8,9,27.0,IPK 2.5–3.0,29,3,5,67.4,0
MHS0674,Ulva Winarsih,41,97,64.8,9,94.5,IPK < 2.5,39,7,7,89.4,0
MHS0675,"Edi Anggraini, S.Sos",45,77,40.64,4,9.1,IPK > 3.0,18,13,5,65.9,0
MHS0676,Dt. Daliono Sihombing,40,21,89.62,1,47.4,IPK 2.5–3.0,23,6,4,33.5,0
MHS0677,Azalea Yolanda,31,68,73.57,8,11.7,IPK 2.5–3.0,11,12,5,63.8,0
MHS0678,Sadina Pertiwi,21,46,55.85,7,74.3,IPK 2.5–3.0,34,14,3,66.2,0
MHS0679,Oliva Siregar,13,70,83.96,2,62.8,IPK > 3.0,23,6,6,39.7,0
MHS0680,"Dalima Narpati, M.Farm",37,52,52.92,7,72.1,IPK 2.5–3.0,29,7,2,11.4,1
MHS0681,"Wasis Hassanah, M.Ak",24,79,67.2,8,40.6,IPK < 2.5,20,0,5,66.3,0
MHS0682,Elisa Nuraini,17,48,71.8,2,40.1,IPK < 2.5,12,4,3,11.7,1
MHS0683,"R. Zizi Wibowo, S.Farm",32,65,51.05,2,9.3,IPK 2.5–3.0,22,1,2,60.5,0
MHS0684,Jane Haryanto,33,72,88.92,1,38.2,IPK 2.5–3.0,32,1,7,23.1,0
MHS0685,"Ozy Pudjiastuti, M.Farm",17,55,77.41,7,93.3,IPK > 3.0,20,14,2,55.2,0
MHS0686,Cinthia Novitasari,39,97,67.89,9,41.0,IPK > 3.0,23,0,7,50.3,1
MHS0687,"Luwes Hariyah, S.T.",10,20,49.03,0,84.0,IPK > 3.0,21,4,5,11.1,0
MHS0688,Diana Handayani,22,71,42.69,7,85.0,IPK 2.5–3.0,17,1,3,39.0,1
MHS0689,"Ir. Talia Laksita, S.Gz",9,86,56.0,6,40.5,IPK > 3.0,11,3,6,58.1,0
MHS0690,"Ihsan Widiastuti, S.Ked",29,34,77.66,6,65.0,IPK > 3.0,31,2,5,77.9,0
MHS0691,"Ir. Uchita Anggraini, M.Pd",6,80,53.47,2,14.1,IPK < 2.5,14,2,7,81.1,0
MHS0692,Umaya Laksmiwati,14,61,66.98,0,14.8,IPK > 3.0,38,1,4,48.7,0
MHS0693,dr. Caturangga Susanti,34,13,76.4,3,9.6,IPK < 2.5,29,12,2,68.3,1
MHS0694,Drs. Alika Nasyiah,49,68,45.4,8,60.2,IPK < 2.5,10,5,5,35.3,0
MHS0695,Talia Wibisono,9,81,74.26,4,45.5,IPK > 3.0,28,1,7,37.4,1
MHS0696,Panji Kusumo,37,29,44.59,0,57.1,IPK < 2.5,22,13,2,25.6,0
MHS0697,Irsad Winarno,5,72,88.26,4,54.5,IPK 2.5–3.0,27,13,7,55.0,1
MHS0698,"Dr. Harja Astuti, S.Gz",22,63,64.42,7,38.3,IPK 2.5–3.0,10,7,3,35.2,0
MHS0699,Paramita Susanti,36,83,47.53,7,69.4,IPK > 3.0,33,7,1,16.7,0
MHS0700,Puput Safitri,15,66,57.12,4,77.1,IPK 2.5–3.0,29,12,5,64.8,0
MHS0701,"drg. Umaya Mangunsong, S.Gz",25,99,60.67,8,6.4,IPK < 2.5,21,13,6,66.6,0
MHS0702,Malik Nainggolan,30,50,77.91,0,24.7,IPK 2.5–3.0,28,11,5,38.8,0
MHS0703,Najam Wasita,29,12,77.17,3,72.8,IPK > 3.0,15,4,2,16.1,1
MHS0704,Ajiman Mandasari,26,15,70.6,2,41.7,IPK > 3.0,30,9,3,44.1,0
MHS0705,drg. Kemal Pudjiastuti,31,14,45.3,1,67.9,IPK < 2.5,38,6,7,45.4,0
MHS0706,Bagas Prasetyo,17,14,47.58,7,38.0,IPK > 3.0,32,3,4,63.5,0
MHS0707,Rahmi Anggraini,37,63,44.69,6,42.1,IPK 2.5–3.0,7,0,6,35.2,0
MHS0708,Salman Firgantoro,38,56,68.86,8,20.1,IPK > 3.0,15,10,3,64.6,0
MHS0709,"Sutan Maryadi Pranowo, S.Farm",45,96,83.86,1,29.5,IPK < 2.5,18,1,5,79.7,0
MHS0710,Kusuma Suryono,39,58,61.69,3,62.5,IPK > 3.0,30,9,4,29.0,0
MHS0711,"drg. Jasmin Mandala, S.I.Kom",5,18,48.04,5,46.2,IPK 2.5–3.0,25,9,3,88.3,0
MHS0712,Chelsea Budiyanto,25,29,67.9,2,78.6,IPK < 2.5,34,3,1,40.9,1
MHS0713,Jane Nurdiyanti,10,70,80.59,7,86.0,IPK 2.5–3.0,12,0,6,31.4,0
MHS0714,"Baktianto Santoso, M.Farm",32,44,77.09,2,56.5,IPK < 2.5,24,14,2,43.7,0
MHS0715,Paris Purwanti,21,59,84.07,1,77.0,IPK > 3.0,36,12,3,17.6,0
MHS0716,Yuni Gunarto,9,91,53.9,2,34.2,IPK < 2.5,26,7,3,20.1,0
MHS0717,"Darsirah Nababan, S.I.Kom",35,71,49.7,5,44.4,IPK < 2.5,11,8,1,43.2,1
MHS0718,Farhunnisa Budiyanto,9,26,83.99,1,72.7,IPK > 3.0,13,3,5,71.0,0
MHS0719,"Puti Rika Nurdiyanti, S.Sos",42,97,72.88,7,41.7,IPK 2.5–3.0,5,9,7,82.0,0
MHS0720,dr. Uchita Yolanda,7,12,55.55,0,60.9,IPK > 3.0,33,2,7,63.2,0
MHS0721,Cinta Lestari,27,41,77.12,6,22.6,IPK < 2.5,12,1,6,18.4,0
MHS0722,Mursita Tampubolon,41,22,80.76,1,62.0,IPK > 3.0,8,4,6,63.8,0
MHS0723,Ciaobella Megantara,41,98,70.75,9,86.8,IPK < 2.5,39,13,2,60.8,0
MHS0724,"Dr. Pia Prasasta, S.Kom",14,82,74.39,5,87.5,IPK > 3.0,7,2,3,74.5,0
MHS0725,Irma Hariyah,14,77,58.76,1,73.8,IPK > 3.0,11,9,4,76.0,0
MHS0726,Tedi Nasyiah,23,23,66.93,1,75.8,IPK 2.5–3.0,31,6,3,79.5,0
MHS0727,Liman Mangunsong,21,20,66.21,9,58.0,IPK < 2.5,5,10,7,43.1,0
MHS0728,"Nugraha Wahyuni, S.IP",25,65,82.4,7,60.5,IPK 2.5–3.0,31,5,2,65.8,0
MHS0729,Muni Budiman,18,76,82.0,1,17.7,IPK < 2.5,20,0,3,31.5,1
MHS0730,Alika Hutapea,13,38,81.63,6,47.2,IPK > 3.0,11,11,1,89.9,0
MHS0731,Gabriella Yolanda,5,18,40.55,2,47.8,IPK < 2.5,27,7,7,24.0,0
MHS0732,Puti Gabriella Anggriawan,49,76,77.48,7,96.1,IPK 2.5–3.0,15,1,3,10.8,0
MHS0733,Cemplunk Safitri,17,34,77.93,6,46.0,IPK 2.5–3.0,37,4,3,21.9,0
MHS0734,Laras Farida,8,85,73.92,7,57.2,IPK 2.5–3.0,21,8,7,72.1,0
MHS0735,R.M. Nardi Utama,5,51,77.81,6,55.7,IPK < 2.5,39,7,4,45.7,1
MHS0736,"Cut Siska Dabukke, S.Farm",44,18,82.1,5,65.5,IPK 2.5–3.0,9,1,7,45.8,0
MHS0737,Dr. Karen Suartini,36,88,63.52,6,76.1,IPK 2.5–3.0,36,8,1,86.4,0
MHS0738,Tgk. Cengkir Rahmawati,38,49,65.1,4,26.4,IPK 2.5–3.0,7,4,1,83.6,0
MHS0739,Ir. Garda Puspasari,32,34,46.24,6,55.2,IPK > 3.0,39,9,3,34.9,0
MHS0740,"Keisha Saputra, M.Ak",35,14,59.27,0,83.5,IPK > 3.0,18,13,6,26.7,0
MHS0741,Dt. Daliman Kuswandari,12,20,72.17,0,49.0,IPK < 2.5,35,5,4,77.9,0
MHS0742,Ibrahim Zulkarnain,43,68,79.02,8,31.5,IPK < 2.5,35,12,3,82.5,0
MHS0743,"Cut Juli Suryatmi, M.Ak",30,97,50.86,4,67.2,IPK 2.5–3.0,21,2,7,53.3,1
MHS0744,Hartana Tamba,38,88,46.89,4,83.3,IPK > 3.0,28,12,3,60.4,0
MHS0745,Maida Suryatmi,7,47,73.15,2,11.0,IPK 2.5–3.0,27,2,2,30.6,0
MHS0746,Atma Yuniar,16,81,40.09,4,78.8,IPK 2.5–3.0,22,9,2,74.1,0
MHS0747,Luis Halim,5,14,48.92,2,83.1,IPK > 3.0,18,7,6,60.6,0
MHS0748,"Tgk. Ellis Mardhiyah, M.Kom.",48,57,41.45,8,48.8,IPK > 3.0,19,10,4,50.3,0
MHS0749,Wulan Mangunsong,9,99,48.34,8,98.4,IPK > 3.0,19,9,5,14.8,0
MHS0750,Amalia Wasita,34,27,49.07,5,79.7,IPK < 2.5,10,9,2,83.3,1
MHS0751,Pangeran Rajata,34,79,59.38,0,78.5,IPK < 2.5,31,14,5,59.2,0
MHS0752,R.A. Ilsa Purnawati,21,46,60.12,6,76.0,IPK 2.5–3.0,19,11,1,25.4,0
MHS0753,"Dr. Makara Adriansyah, M.M.",27,69,83.71,6,19.3,IPK < 2.5,12,1,2,58.5,0
MHS0754,Julia Sirait,19,57,65.51,9,25.6,IPK > 3.0,19,10,2,64.2,0
MHS0755,"Endra Siregar, M.Kom.",41,86,76.17,9,49.1,IPK > 3.0,7,11,4,52.1,1
MHS0756,Nurul Hardiansyah,25,37,45.21,3,30.1,IPK < 2.5,17,11,6,67.4,1
MHS0757,Hj. Diana Saragih,18,78,51.27,7,44.4,IPK 2.5–3.0,38,1,5,56.5,0
